,artist,track,date_entered,wk,rank
882,"Rimes, LeAnn",I Need You,2000-05-27,3,67.0
1199,"Rimes, LeAnn",I Need You,2000-05-27,4,63.0
1516,"Rimes, LeAnn",I Need You,2000-05-27,5,59.0
1833,"Rimes, LeAnn",I Need You,2000-05-27,6,59.0
2150,"Rimes, LeAnn",I Need You,2000-05-27,7,59.0
2467,"Rimes, LeAnn",I Need You,2000-05-27,8,53.0
2784,"Rimes, LeAnn",I Need You,2000-05-27,9,51.0
3101,"Rimes, LeAnn",I Need You,2000-05-27,10,50.0
3418,"Rimes, LeAnn",I Need You,2000-05-27,11,13.0
3735,"Rimes, LeAnn",I Need You,2000-05-27,12,11.0
4052,"Rimes, LeAnn",I Need You,2000-05-27,13,11.0
4369,"Rimes, LeAnn",I Need You,2000-05-27,14,15.0
4686,"Rimes, LeAnn",I Need You,2000-05-27,15,12.0
5003,"Rimes, LeAnn",I Need You,2000-05-27,16,12.0
5320,"Rimes, LeAnn",I Need You,2000-05-27,17,13.0
5637,"Rimes, LeAnn",I Need You,2000-05-27,18,16.0
5954,"Rimes, LeAnn",I Need You,2000-05-27,19,19.0
6271,"Rimes, LeAnn",I Need You,2000-05-27,20,21.0
6588,"Rimes, LeAnn",I Need You,2000-05-27,21,21.0
6905,"Rimes, LeAnn",I Need You,2000-05-27,22,24.0
7222,"Rimes, LeAnn",I Need You,2000-05-27,23,25.0
7539,"Rimes, LeAnn",I Need You,2000-05-27,24,30.0
7856,"Rimes, LeAnn",I Need You,2000-05-27,25,41.0
249,"Rogers, Kenny",Buy Me A Rose,2000-03-11,1,79.0
566,"Rogers, Kenny",Buy Me A Rose,2000-03-11,2,72.0
883,"Rogers, Kenny",Buy Me A Rose,2000-03-11,3,65.0
1200,"Rogers, Kenny",Buy Me A Rose,2000-03-11,4,65.0
1517,"Rogers, Kenny",Buy Me A Rose,2000-03-11,5,54.0
1834,"Rogers, Kenny",Buy Me A Rose,2000-03-11,6,46.0
2151,"Rogers, Kenny",Buy Me A Rose,2000-03-11,7,46.0
2468,"Rogers, Kenny",Buy Me A Rose,2000-03-11,8,43.0
2785,"Rogers, Kenny",Buy Me A Rose,2000-03-11,9,40.0
3102,"Rogers, Kenny",Buy Me A Rose,2000-03-11,10,40.0
3419,"Rogers, Kenny",Buy Me A Rose,2000-03-11,11,46.0
3736,"Rogers, Kenny",Buy Me A Rose,2000-03-11,12,54.0
4053,"Rogers, Kenny",Buy Me A Rose,2000-03-11,13,58.0
4370,"Rogers, Kenny",Buy Me A Rose,2000-03-11,14,66.0
4687,"Rogers, Kenny",Buy Me A Rose,2000-03-11,15,73.0
5004,"Rogers, Kenny",Buy Me A Rose,2000-03-11,16,82.0
5321,"Rogers, Kenny",Buy Me A Rose,2000-03-11,17,86.0
5638,"Rogers, Kenny",Buy Me A Rose,2000-03-11,18,84.0
5955,"Rogers, Kenny",Buy Me A Rose,2000-03-11,19,88.0
6272,"Rogers, Kenny",Buy Me A Rose,2000-03-11,20,91.0
250,Ruff Endz,No More,2000-07-01,1,76.0
567,Ruff Endz,No More,2000-07-01,2,38.0
884,Ruff Endz,No More,2000-07-01,3,19.0
1201,Ruff Endz,No More,2000-07-01,4,17.0
1518,Ruff Endz,No More,2000-07-01,5,12.0
1835,Ruff Endz,No More,2000-07-01,6,15.0
2152,Ruff Endz,No More,2000-07-01,7,12.0
2469,Ruff Endz,No More,2000-07-01,8,10.0
2786,Ruff Endz,No More,2000-07-01,9,7.0
3103,Ruff Endz,No More,2000-07-01,10,5.0
3420,Ruff Endz,No More,2000-07-01,11,8.0
3737,Ruff Endz,No More,2000-07-01,12,8.0
4054,Ruff Endz,No More,2000-07-01,13,10.0
4371,Ruff Endz,No More,2000-07-01,14,12.0
4688,Ruff Endz,No More,2000-07-01,15,14.0
5005,Ruff Endz,No More,2000-07-01,16,15.0
5322,Ruff Endz,No More,2000-07-01,17,19.0
5639,Ruff Endz,No More,2000-07-01,18,23.0
5956,Ruff Endz,No More,2000-07-01,19,21.0
6273,Ruff Endz,No More,2000-07-01,20,18.0
6590,Ruff Endz,No More,2000-07-01,21,19.0
6907,Ruff Endz,No More,2000-07-01,22,22.0
7224,Ruff Endz,No More,2000-07-01,23,23.0
7541,Ruff Endz,No More,2000-07-01,24,24.0
7858,Ruff Endz,No More,2000-07-01,25,33.0
8175,Ruff Endz,No More,2000-07-01,26,38.0
251,Sammie,I Like It,2000-01-29,1,85.0
568,Sammie,I Like It,2000-01-29,2,68.0
885,Sammie,I Like It,2000-01-29,3,58.0
1202,Sammie,I Like It,2000-01-29,4,44.0
1519,Sammie,I Like It,2000-01-29,5,40.0
1836,Sammie,I Like It,2000-01-29,6,33.0
2153,Sammie,I Like It,2000-01-29,7,30.0
2470,Sammie,I Like It,2000-01-29,8,29.0
2787,Sammie,I Like It,2000-01-29,9,37.0
3104,Sammie,I Like It,2000-01-29,10,29.0
3421,Sammie,I Like It,2000-01-29,11,29.0
3738,Sammie,I Like It,2000-01-29,12,24.0
4055,Sammie,I Like It,2000-01-29,13,36.0
4372,Sammie,I Like It,2000-01-29,14,46.0
4689,Sammie,I Like It,2000-01-29,15,52.0
5006,Sammie,I Like It,2000-01-29,16,61.0
5323,Sammie,I Like It,2000-01-29,17,83.0
5640,Sammie,I Like It,2000-01-29,18,93.0
5957,Sammie,I Like It,2000-01-29,19,91.0
6274,Sammie,I Like It,2000-01-29,20,89.0
252,Santana,"Maria, Maria",2000-02-12,1,15.0
569,Santana,"Maria, Maria",2000-02-12,2,8.0
886,Santana,"Maria, Maria",2000-02-12,3,6.0
1203,Santana,"Maria, Maria",2000-02-12,4,5.0
1520,Santana,"Maria, Maria",2000-02-12,5,2.0
1837,Santana,"Maria, Maria",2000-02-12,6,3.0
2154,Santana,"Maria, Maria",2000-02-12,7,2.0
2471,Santana,"Maria, Maria",2000-02-12,8,2.0
2788,Santana,"Maria, Maria",2000-02-12,9,1.0
3105,Santana,"Maria, Maria",2000-02-12,10,1.0
3422,Santana,"Maria, Maria",2000-02-12,11,1.0
3739,Santana,"Maria, Maria",2000-02-12,12,1.0
4056,Santana,"Maria, Maria",2000-02-12,13,1.0
4373,Santana,"Maria, Maria",2000-02-12,14,1.0
4690,Santana,"Maria, Maria",2000-02-12,15,1.0
5007,Santana,"Maria, Maria",2000-02-12,16,1.0
5324,Santana,"Maria, Maria",2000-02-12,17,1.0
5641,Santana,"Maria, Maria",2000-02-12,18,1.0
5958,Santana,"Maria, Maria",2000-02-12,19,8.0
6275,Santana,"Maria, Maria",2000-02-12,20,15.0
6592,Santana,"Maria, Maria",2000-02-12,21,19.0
6909,Santana,"Maria, Maria",2000-02-12,22,21.0
7226,Santana,"Maria, Maria",2000-02-12,23,26.0
7543,Santana,"Maria, Maria",2000-02-12,24,36.0
7860,Santana,"Maria, Maria",2000-02-12,25,48.0
8177,Santana,"Maria, Maria",2000-02-12,26,47.0
253,Savage Garden,Crash And Burn,2000-04-08,1,75.0
570,Savage Garden,Crash And Burn,2000-04-08,2,58.0
887,Savage Garden,Crash And Burn,2000-04-08,3,51.0
1204,Savage Garden,Crash And Burn,2000-04-08,4,36.0
1521,Savage Garden,Crash And Burn,2000-04-08,5,33.0
1838,Savage Garden,Crash And Burn,2000-04-08,6,31.0
2155,Savage Garden,Crash And Burn,2000-04-08,7,26.0
2472,Savage Garden,Crash And Burn,2000-04-08,8,24.0
2789,Savage Garden,Crash And Burn,2000-04-08,9,24.0
3106,Savage Garden,Crash And Burn,2000-04-08,10,29.0
3423,Savage Garden,Crash And Burn,2000-04-08,11,34.0
3740,Savage Garden,Crash And Burn,2000-04-08,12,39.0
4057,Savage Garden,Crash And Burn,2000-04-08,13,46.0
4374,Savage Garden,Crash And Burn,2000-04-08,14,47.0
4691,Savage Garden,Crash And Burn,2000-04-08,15,48.0
5008,Savage Garden,Crash And Burn,2000-04-08,16,49.0
5325,Savage Garden,Crash And Burn,2000-04-08,17,58.0
5642,Savage Garden,Crash And Burn,2000-04-08,18,63.0
5959,Savage Garden,Crash And Burn,2000-04-08,19,73.0
6276,Savage Garden,Crash And Burn,2000-04-08,20,87.0
254,Savage Garden,I Knew I Loved You,1999-10-23,1,71.0
571,Savage Garden,I Knew I Loved You,1999-10-23,2,48.0
888,Savage Garden,I Knew I Loved You,1999-10-23,3,43.0
1205,Savage Garden,I Knew I Loved You,1999-10-23,4,31.0
1522,Savage Garden,I Knew I Loved You,1999-10-23,5,20.0
1839,Savage Garden,I Knew I Loved You,1999-10-23,6,13.0
2156,Savage Garden,I Knew I Loved You,1999-10-23,7,7.0
2473,Savage Garden,I Knew I Loved You,1999-10-23,8,6.0
2790,Savage Garden,I Knew I Loved You,1999-10-23,9,4.0
3107,Savage Garden,I Knew I Loved You,1999-10-23,10,4.0
3424,Savage Garden,I Knew I Loved You,1999-10-23,11,4.0
3741,Savage Garden,I Knew I Loved You,1999-10-23,12,6.0
4058,Savage Garden,I Knew I Loved You,1999-10-23,13,4.0
4375,Savage Garden,I Knew I Loved You,1999-10-23,14,2.0
4692,Savage Garden,I Knew I Loved You,1999-10-23,15,1.0
5009,Savage Garden,I Knew I Loved You,1999-10-23,16,1.0
5326,Savage Garden,I Knew I Loved You,1999-10-23,17,1.0
5643,Savage Garden,I Knew I Loved You,1999-10-23,18,2.0
5960,Savage Garden,I Knew I Loved You,1999-10-23,19,1.0
6277,Savage Garden,I Knew I Loved You,1999-10-23,20,2.0
6594,Savage Garden,I Knew I Loved You,1999-10-23,21,4.0
6911,Savage Garden,I Knew I Loved You,1999-10-23,22,8.0
7228,Savage Garden,I Knew I Loved You,1999-10-23,23,8.0
7545,Savage Garden,I Knew I Loved You,1999-10-23,24,12.0
7862,Savage Garden,I Knew I Loved You,1999-10-23,25,14.0
8179,Savage Garden,I Knew I Loved You,1999-10-23,26,17.0
8496,Savage Garden,I Knew I Loved You,1999-10-23,27,21.0
8813,Savage Garden,I Knew I Loved You,1999-10-23,28,24.0
9130,Savage Garden,I Knew I Loved You,1999-10-23,29,30.0
9447,Savage Garden,I Knew I Loved You,1999-10-23,30,34.0
9764,Savage Garden,I Knew I Loved You,1999-10-23,31,37.0
10081,Savage Garden,I Knew I Loved You,1999-10-23,32,46.0
10398,Savage Garden,I Knew I Loved You,1999-10-23,33,47.0
255,SheDaisy,Deck The Halls,1999-12-25,1,97.0
572,SheDaisy,Deck The Halls,1999-12-25,2,61.0
256,SheDaisy,I Will.. But,2000-07-15,1,78.0
573,SheDaisy,I Will.. But,2000-07-15,2,74.0
890,SheDaisy,I Will.. But,2000-07-15,3,70.0
1207,SheDaisy,I Will.. But,2000-07-15,4,61.0
1524,SheDaisy,I Will.. But,2000-07-15,5,59.0
1841,SheDaisy,I Will.. But,2000-07-15,6,52.0
2158,SheDaisy,I Will.. But,2000-07-15,7,48.0
2475,SheDaisy,I Will.. But,2000-07-15,8,47.0
2792,SheDaisy,I Will.. But,2000-07-15,9,45.0
3109,SheDaisy,I Will.. But,2000-07-15,10,43.0
3426,SheDaisy,I Will.. But,2000-07-15,11,44.0
3743,SheDaisy,I Will.. But,2000-07-15,12,43.0
4060,SheDaisy,I Will.. But,2000-07-15,13,52.0
4377,SheDaisy,I Will.. But,2000-07-15,14,56.0
4694,SheDaisy,I Will.. But,2000-07-15,15,70.0
5011,SheDaisy,I Will.. But,2000-07-15,16,80.0
5328,SheDaisy,I Will.. But,2000-07-15,17,86.0
5645,SheDaisy,I Will.. But,2000-07-15,18,81.0
5962,SheDaisy,I Will.. But,2000-07-15,19,85.0
6279,SheDaisy,I Will.. But,2000-07-15,20,87.0
257,SheDaisy,This Woman Needs,2000-02-05,1,82.0
574,SheDaisy,This Woman Needs,2000-02-05,2,70.0
891,SheDaisy,This Woman Needs,2000-02-05,3,70.0
1208,SheDaisy,This Woman Needs,2000-02-05,4,67.0
1525,SheDaisy,This Woman Needs,2000-02-05,5,57.0
1842,SheDaisy,This Woman Needs,2000-02-05,6,57.0
2159,SheDaisy,This Woman Needs,2000-02-05,7,61.0
2476,SheDaisy,This Woman Needs,2000-02-05,8,68.0
2793,SheDaisy,This Woman Needs,2000-02-05,9,82.0
258,"Sheist, Shade",Where I Wanna Be,2000-11-11,1,96.0
575,"Sheist, Shade",Where I Wanna Be,2000-11-11,2,95.0
892,"Sheist, Shade",Where I Wanna Be,2000-11-11,3,99.0
1209,"Sheist, Shade",Where I Wanna Be,2000-11-11,4,99.0
1526,"Sheist, Shade",Where I Wanna Be,2000-11-11,5,100.0
259,Shyne,Bad Boyz,2000-09-09,1,94.0
576,Shyne,Bad Boyz,2000-09-09,2,87.0
893,Shyne,Bad Boyz,2000-09-09,3,90.0
1210,Shyne,Bad Boyz,2000-09-09,4,90.0
1527,Shyne,Bad Boyz,2000-09-09,5,82.0
1844,Shyne,Bad Boyz,2000-09-09,6,67.0
2161,Shyne,Bad Boyz,2000-09-09,7,61.0
2478,Shyne,Bad Boyz,2000-09-09,8,57.0
2795,Shyne,Bad Boyz,2000-09-09,9,71.0
3112,Shyne,Bad Boyz,2000-09-09,10,78.0
3429,Shyne,Bad Boyz,2000-09-09,11,74.0
3746,Shyne,Bad Boyz,2000-09-09,12,81.0
4063,Shyne,Bad Boyz,2000-09-09,13,88.0
4380,Shyne,Bad Boyz,2000-09-09,14,96.0
4697,Shyne,Bad Boyz,2000-09-09,15,100.0
260,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,1,63.0
577,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,2,52.0
894,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,3,44.0
1211,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,4,29.0
1528,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,5,25.0
1845,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,6,23.0
2162,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,7,21.0
2479,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,8,21.0
2796,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,9,21.0
3113,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,10,27.0
3430,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,11,38.0
3747,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,12,38.0
4064,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,13,57.0
4381,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,14,74.0
4698,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,15,89.0
5015,"Simpson, Jessica",I Think I'm In Love ...,2000-07-01,16,96.0
261,"Simpson, Jessica",Where You Are,2000-04-01,1,73.0
578,"Simpson, Jessica",Where You Are,2000-04-01,2,66.0
895,"Simpson, Jessica",Where You Are,2000-04-01,3,62.0
1212,"Simpson, Jessica",Where You Are,2000-04-01,4,62.0
1529,"Simpson, Jessica",Where You Are,2000-04-01,5,76.0
1846,"Simpson, Jessica",Where You Are,2000-04-01,6,93.0
262,Sisqo,Got To Get It,1999-11-20,1,92.0
579,Sisqo,Got To Get It,1999-11-20,2,76.0
896,Sisqo,Got To Get It,1999-11-20,3,73.0
1213,Sisqo,Got To Get It,1999-11-20,4,58.0
1530,Sisqo,Got To Get It,1999-11-20,5,48.0
1847,Sisqo,Got To Get It,1999-11-20,6,48.0
2164,Sisqo,Got To Get It,1999-11-20,7,48.0
2481,Sisqo,Got To Get It,1999-11-20,8,48.0
2798,Sisqo,Got To Get It,1999-11-20,9,49.0
3115,Sisqo,Got To Get It,1999-11-20,10,40.0
3432,Sisqo,Got To Get It,1999-11-20,11,43.0
3749,Sisqo,Got To Get It,1999-11-20,12,51.0
4066,Sisqo,Got To Get It,1999-11-20,13,50.0
4383,Sisqo,Got To Get It,1999-11-20,14,57.0
4700,Sisqo,Got To Get It,1999-11-20,15,63.0
5017,Sisqo,Got To Get It,1999-11-20,16,64.0
5334,Sisqo,Got To Get It,1999-11-20,17,68.0
5651,Sisqo,Got To Get It,1999-11-20,18,82.0
5968,Sisqo,Got To Get It,1999-11-20,19,88.0
6285,Sisqo,Got To Get It,1999-11-20,20,95.0
263,Sisqo,Incomplete,2000-06-24,1,77.0
580,Sisqo,Incomplete,2000-06-24,2,66.0
897,Sisqo,Incomplete,2000-06-24,3,61.0
1214,Sisqo,Incomplete,2000-06-24,4,61.0
1531,Sisqo,Incomplete,2000-06-24,5,61.0
1848,Sisqo,Incomplete,2000-06-24,6,55.0
2165,Sisqo,Incomplete,2000-06-24,7,2.0
2482,Sisqo,Incomplete,2000-06-24,8,1.0
2799,Sisqo,Incomplete,2000-06-24,9,1.0
3116,Sisqo,Incomplete,2000-06-24,10,2.0
3433,Sisqo,Incomplete,2000-06-24,11,2.0
3750,Sisqo,Incomplete,2000-06-24,12,4.0
4067,Sisqo,Incomplete,2000-06-24,13,5.0
4384,Sisqo,Incomplete,2000-06-24,14,5.0
4701,Sisqo,Incomplete,2000-06-24,15,7.0
5018,Sisqo,Incomplete,2000-06-24,16,8.0
5335,Sisqo,Incomplete,2000-06-24,17,10.0
5652,Sisqo,Incomplete,2000-06-24,18,10.0
5969,Sisqo,Incomplete,2000-06-24,19,9.0
6286,Sisqo,Incomplete,2000-06-24,20,14.0
6603,Sisqo,Incomplete,2000-06-24,21,17.0
6920,Sisqo,Incomplete,2000-06-24,22,20.0
7237,Sisqo,Incomplete,2000-06-24,23,25.0
7554,Sisqo,Incomplete,2000-06-24,24,31.0
7871,Sisqo,Incomplete,2000-06-24,25,32.0
8188,Sisqo,Incomplete,2000-06-24,26,46.0
264,Sisqo,Thong Song,2000-01-29,1,74.0
581,Sisqo,Thong Song,2000-01-29,2,63.0
898,Sisqo,Thong Song,2000-01-29,3,35.0
1215,Sisqo,Thong Song,2000-01-29,4,26.0
1532,Sisqo,Thong Song,2000-01-29,5,26.0
1849,Sisqo,Thong Song,2000-01-29,6,23.0
2166,Sisqo,Thong Song,2000-01-29,7,20.0
2483,Sisqo,Thong Song,2000-01-29,8,16.0
2800,Sisqo,Thong Song,2000-01-29,9,13.0
3117,Sisqo,Thong Song,2000-01-29,10,10.0
3434,Sisqo,Thong Song,2000-01-29,11,6.0
3751,Sisqo,Thong Song,2000-01-29,12,6.0
4068,Sisqo,Thong Song,2000-01-29,13,5.0
4385,Sisqo,Thong Song,2000-01-29,14,4.0
4702,Sisqo,Thong Song,2000-01-29,15,4.0
5019,Sisqo,Thong Song,2000-01-29,16,4.0
5336,Sisqo,Thong Song,2000-01-29,17,3.0
5653,Sisqo,Thong Song,2000-01-29,18,3.0
5970,Sisqo,Thong Song,2000-01-29,19,4.0
6287,Sisqo,Thong Song,2000-01-29,20,3.0
6604,Sisqo,Thong Song,2000-01-29,21,7.0
6921,Sisqo,Thong Song,2000-01-29,22,8.0
7238,Sisqo,Thong Song,2000-01-29,23,13.0
7555,Sisqo,Thong Song,2000-01-29,24,17.0
7872,Sisqo,Thong Song,2000-01-29,25,24.0
8189,Sisqo,Thong Song,2000-01-29,26,31.0
8506,Sisqo,Thong Song,2000-01-29,27,43.0
8823,Sisqo,Thong Song,2000-01-29,28,46.0
265,Sister Hazel,Change Your Mind,2000-07-15,1,75.0
582,Sister Hazel,Change Your Mind,2000-07-15,2,67.0
899,Sister Hazel,Change Your Mind,2000-07-15,3,66.0
1216,Sister Hazel,Change Your Mind,2000-07-15,4,59.0
1533,Sister Hazel,Change Your Mind,2000-07-15,5,63.0
1850,Sister Hazel,Change Your Mind,2000-07-15,6,71.0
2167,Sister Hazel,Change Your Mind,2000-07-15,7,78.0
2484,Sister Hazel,Change Your Mind,2000-07-15,8,81.0
2801,Sister Hazel,Change Your Mind,2000-07-15,9,78.0
3118,Sister Hazel,Change Your Mind,2000-07-15,10,78.0
3435,Sister Hazel,Change Your Mind,2000-07-15,11,84.0
3752,Sister Hazel,Change Your Mind,2000-07-15,12,87.0
4069,Sister Hazel,Change Your Mind,2000-07-15,13,94.0
4386,Sister Hazel,Change Your Mind,2000-07-15,14,91.0
4703,Sister Hazel,Change Your Mind,2000-07-15,15,93.0
5020,Sister Hazel,Change Your Mind,2000-07-15,16,95.0
5337,Sister Hazel,Change Your Mind,2000-07-15,17,100.0
5654,Sister Hazel,Change Your Mind,2000-07-15,18,98.0
5971,Sister Hazel,Change Your Mind,2000-07-15,19,96.0
6288,Sister Hazel,Change Your Mind,2000-07-15,20,98.0
266,Smash Mouth,Then The Morning Com...,1999-10-30,1,83.0
583,Smash Mouth,Then The Morning Com...,1999-10-30,2,59.0
900,Smash Mouth,Then The Morning Com...,1999-10-30,3,56.0
1217,Smash Mouth,Then The Morning Com...,1999-10-30,4,46.0
1534,Smash Mouth,Then The Morning Com...,1999-10-30,5,27.0
1851,Smash Mouth,Then The Morning Com...,1999-10-30,6,23.0
2168,Smash Mouth,Then The Morning Com...,1999-10-30,7,19.0
2485,Smash Mouth,Then The Morning Com...,1999-10-30,8,16.0
2802,Smash Mouth,Then The Morning Com...,1999-10-30,9,14.0
3119,Smash Mouth,Then The Morning Com...,1999-10-30,10,14.0
3436,Smash Mouth,Then The Morning Com...,1999-10-30,11,16.0
3753,Smash Mouth,Then The Morning Com...,1999-10-30,12,15.0
4070,Smash Mouth,Then The Morning Com...,1999-10-30,13,12.0
4387,Smash Mouth,Then The Morning Com...,1999-10-30,14,11.0
4704,Smash Mouth,Then The Morning Com...,1999-10-30,15,13.0
5021,Smash Mouth,Then The Morning Com...,1999-10-30,16,17.0
5338,Smash Mouth,Then The Morning Com...,1999-10-30,17,20.0
5655,Smash Mouth,Then The Morning Com...,1999-10-30,18,23.0
5972,Smash Mouth,Then The Morning Com...,1999-10-30,19,24.0
6289,Smash Mouth,Then The Morning Com...,1999-10-30,20,25.0
6606,Smash Mouth,Then The Morning Com...,1999-10-30,21,27.0
6923,Smash Mouth,Then The Morning Com...,1999-10-30,22,31.0
7240,Smash Mouth,Then The Morning Com...,1999-10-30,23,33.0
7557,Smash Mouth,Then The Morning Com...,1999-10-30,24,35.0
7874,Smash Mouth,Then The Morning Com...,1999-10-30,25,41.0
8191,Smash Mouth,Then The Morning Com...,1999-10-30,26,48.0
267,"Smith, Will",Freakin' It,2000-02-12,1,99.0
584,"Smith, Will",Freakin' It,2000-02-12,2,99.0
901,"Smith, Will",Freakin' It,2000-02-12,3,99.0
1218,"Smith, Will",Freakin' It,2000-02-12,4,99.0
268,Son By Four,A Puro Dolor (Purest...,2000-04-08,1,80.0
585,Son By Four,A Puro Dolor (Purest...,2000-04-08,2,80.0
902,Son By Four,A Puro Dolor (Purest...,2000-04-08,3,80.0
1219,Son By Four,A Puro Dolor (Purest...,2000-04-08,4,79.0
1536,Son By Four,A Puro Dolor (Purest...,2000-04-08,5,72.0
1853,Son By Four,A Puro Dolor (Purest...,2000-04-08,6,73.0
2170,Son By Four,A Puro Dolor (Purest...,2000-04-08,7,65.0
2487,Son By Four,A Puro Dolor (Purest...,2000-04-08,8,64.0
2804,Son By Four,A Puro Dolor (Purest...,2000-04-08,9,60.0
3121,Son By Four,A Puro Dolor (Purest...,2000-04-08,10,60.0
3438,Son By Four,A Puro Dolor (Purest...,2000-04-08,11,48.0
3755,Son By Four,A Puro Dolor (Purest...,2000-04-08,12,48.0
4072,Son By Four,A Puro Dolor (Purest...,2000-04-08,13,48.0
4389,Son By Four,A Puro Dolor (Purest...,2000-04-08,14,43.0
4706,Son By Four,A Puro Dolor (Purest...,2000-04-08,15,35.0
5023,Son By Four,A Puro Dolor (Purest...,2000-04-08,16,32.0
5340,Son By Four,A Puro Dolor (Purest...,2000-04-08,17,30.0
5657,Son By Four,A Puro Dolor (Purest...,2000-04-08,18,32.0
5974,Son By Four,A Puro Dolor (Purest...,2000-04-08,19,37.0
6291,Son By Four,A Puro Dolor (Purest...,2000-04-08,20,26.0
6608,Son By Four,A Puro Dolor (Purest...,2000-04-08,21,31.0
6925,Son By Four,A Puro Dolor (Purest...,2000-04-08,22,28.0
7242,Son By Four,A Puro Dolor (Purest...,2000-04-08,23,30.0
7559,Son By Four,A Puro Dolor (Purest...,2000-04-08,24,32.0
7876,Son By Four,A Puro Dolor (Purest...,2000-04-08,25,39.0
8193,Son By Four,A Puro Dolor (Purest...,2000-04-08,26,35.0
269,Sonique,It Feels So Good,2000-01-22,1,67.0
586,Sonique,It Feels So Good,2000-01-22,2,52.0
903,Sonique,It Feels So Good,2000-01-22,3,30.0
1220,Sonique,It Feels So Good,2000-01-22,4,23.0
1537,Sonique,It Feels So Good,2000-01-22,5,19.0
1854,Sonique,It Feels So Good,2000-01-22,6,17.0
2171,Sonique,It Feels So Good,2000-01-22,7,16.0
2488,Sonique,It Feels So Good,2000-01-22,8,16.0
2805,Sonique,It Feels So Good,2000-01-22,9,14.0
3122,Sonique,It Feels So Good,2000-01-22,10,12.0
3439,Sonique,It Feels So Good,2000-01-22,11,13.0
3756,Sonique,It Feels So Good,2000-01-22,12,13.0
4073,Sonique,It Feels So Good,2000-01-22,13,11.0
4390,Sonique,It Feels So Good,2000-01-22,14,8.0
4707,Sonique,It Feels So Good,2000-01-22,15,10.0
5024,Sonique,It Feels So Good,2000-01-22,16,10.0
5341,Sonique,It Feels So Good,2000-01-22,17,11.0
5658,Sonique,It Feels So Good,2000-01-22,18,14.0
5975,Sonique,It Feels So Good,2000-01-22,19,17.0
6292,Sonique,It Feels So Good,2000-01-22,20,19.0
6609,Sonique,It Feels So Good,2000-01-22,21,21.0
6926,Sonique,It Feels So Good,2000-01-22,22,31.0
7243,Sonique,It Feels So Good,2000-01-22,23,38.0
7560,Sonique,It Feels So Good,2000-01-22,24,49.0
270,SoulDecision,Faded,2000-07-08,1,94.0
587,SoulDecision,Faded,2000-07-08,2,90.0
904,SoulDecision,Faded,2000-07-08,3,81.0
1221,SoulDecision,Faded,2000-07-08,4,64.0
1538,SoulDecision,Faded,2000-07-08,5,56.0
1855,SoulDecision,Faded,2000-07-08,6,43.0
2172,SoulDecision,Faded,2000-07-08,7,35.0
2489,SoulDecision,Faded,2000-07-08,8,27.0
2806,SoulDecision,Faded,2000-07-08,9,25.0
3123,SoulDecision,Faded,2000-07-08,10,22.0
3440,SoulDecision,Faded,2000-07-08,11,22.0
3757,SoulDecision,Faded,2000-07-08,12,27.0
4074,SoulDecision,Faded,2000-07-08,13,27.0
4391,SoulDecision,Faded,2000-07-08,14,27.0
4708,SoulDecision,Faded,2000-07-08,15,31.0
5025,SoulDecision,Faded,2000-07-08,16,31.0
5342,SoulDecision,Faded,2000-07-08,17,30.0
5659,SoulDecision,Faded,2000-07-08,18,34.0
5976,SoulDecision,Faded,2000-07-08,19,31.0
6293,SoulDecision,Faded,2000-07-08,20,34.0
6610,SoulDecision,Faded,2000-07-08,21,34.0
6927,SoulDecision,Faded,2000-07-08,22,38.0
7244,SoulDecision,Faded,2000-07-08,23,45.0
7561,SoulDecision,Faded,2000-07-08,24,50.0
271,"Spears, Britney",From The Bottom Of M...,2000-01-29,1,76.0
588,"Spears, Britney",From The Bottom Of M...,2000-01-29,2,59.0
905,"Spears, Britney",From The Bottom Of M...,2000-01-29,3,52.0
1222,"Spears, Britney",From The Bottom Of M...,2000-01-29,4,52.0
1539,"Spears, Britney",From The Bottom Of M...,2000-01-29,5,14.0
1856,"Spears, Britney",From The Bottom Of M...,2000-01-29,6,14.0
2173,"Spears, Britney",From The Bottom Of M...,2000-01-29,7,17.0
2490,"Spears, Britney",From The Bottom Of M...,2000-01-29,8,24.0
2807,"Spears, Britney",From The Bottom Of M...,2000-01-29,9,33.0
3124,"Spears, Britney",From The Bottom Of M...,2000-01-29,10,35.0
3441,"Spears, Britney",From The Bottom Of M...,2000-01-29,11,41.0
3758,"Spears, Britney",From The Bottom Of M...,2000-01-29,12,45.0
4075,"Spears, Britney",From The Bottom Of M...,2000-01-29,13,54.0
