artist,track,date_entered,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52,wk53,wk54,wk55,wk56,wk57,wk58,wk59,wk60,wk61,wk62,wk63,wk64,wk65,wk66,wk67,wk68,wk69,wk70,wk71,wk72,wk73,wk74,wk75,wk76
Splender,I Think God Can Expl...,2000-06-10,71,66.0,62.0,62.0,62.0,64.0,65.0,71.0,81.0,89.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sting,Desert Rose,2000-05-13,98,88.0,72.0,59.0,55.0,52.0,45.0,35.0,24.0,21.0,19.0,19.0,19.0,19.0,18.0,17.0,19.0,19.0,24.0,26.0,30.0,32.0,42.0,45.0,42.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Temple Pilots,Sour Girl,2000-07-08,79,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stone, Angie",No More Rain (In Thi...,1999-12-25,86,86.0,74.0,66.0,56.0,60.0,56.0,60.0,67.0,69.0,63.0,73.0,71.0,81.0,89.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strait, George",Go On,2000-08-26,71,67.0,63.0,56.0,53.0,48.0,46.0,46.0,44.0,40.0,44.0,46.0,49.0,56.0,56.0,71.0,78.0,88.0,95.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strait, George",The Best Day,2000-01-29,73,64.0,54.0,45.0,44.0,44.0,44.0,41.0,39.0,34.0,33.0,33.0,31.0,33.0,36.0,39.0,43.0,49.0,53.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar Ray,Falls Apart,2000-01-15,70,64.0,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLC,Dear Lie,2000-02-12,63,55.0,52.0,51.0,56.0,74.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamar,If You Don't Wanna L...,2000-03-25,98,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamia,Can't Go For That,2000-09-16,90,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Eye Blind,Deep Inside Of You,2000-09-02,80,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Eye Blind,Never Let You Go,2000-01-22,65,32.0,25.0,24.0,23.0,22.0,22.0,21.0,19.0,16.0,14.0,16.0,16.0,17.0,18.0,21.0,22.0,25.0,27.0,33.0,45.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas, Carl",Emotional,2000-11-25,77,63.0,61.0,58.0,54.0,47.0,53.0,52.0,49.0,52.0,60.0,62.0,69.0,69.0,63.0,76.0,87.0,82.0,91.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas, Carl",I Wish,2000-03-25,75,64.0,48.0,39.0,32.0,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas, Carl",Summer Rain,2000-09-23,82,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tippin, Aaron",Kiss This,2000-08-26,74,72.0,66.0,53.0,52.0,47.0,47.0,45.0,42.0,46.0,51.0,60.0,68.0,69.0,78.0,94.0,87.0,92.0,97.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train,Meet Virginia,1999-10-09,76,67.0,59.0,54.0,48.0,45.0,40.0,32.0,26.0,24.0,22.0,21.0,21.0,24.0,21.0,20.0,21.0,24.0,28.0,30.0,32.0,37.0,37.0,42.0,46.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trick Daddy,Shut Up,2000-05-20,99,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trina,Pull Over,2000-09-09,97,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tritt, Travis",Best Of Intentions,2000-08-19,97,86.0,79.0,70.0,63.0,56.0,50.0,48.0,51.0,38.0,33.0,31.0,28.0,28.0,28.0,27.0,29.0,31.0,37.0,45.0,49.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,I Know,2000-12-30,98,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urban, Keith",Your Everything,2000-07-15,81,80.0,73.0,73.0,67.0,64.0,60.0,59.0,53.0,51.0,55.0,66.0,84.0,90.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usher,Pop Ya Collar,2000-11-04,68,64.0,60.0,60.0,62.0,79.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vassar, Phil",Carlene,2000-03-04,75,67.0,64.0,64.0,57.0,53.0,47.0,45.0,45.0,50.0,52.0,56.0,59.0,78.0,83.0,84.0,91.0,96.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vassar, Phil",Just Another Day In ...,2000-09-30,81,81.0,76.0,67.0,53.0,46.0,43.0,38.0,36.0,35.0,43.0,41.0,46.0,51.0,62.0,58.0,63.0,70.0,74.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertical Horizon,Everything You Want,2000-01-22,70,61.0,53.0,46.0,40.0,33.0,31.0,26.0,22.0,19.0,17.0,15.0,13.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,3.0,4.0,7.0,9.0,10.0,18.0,20.0,27.0,29.0,36.0,40.0,50.0,47.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertical Horizon,You're A God,2000-08-26,64,55.0,43.0,41.0,37.0,31.0,30.0,29.0,28.0,26.0,23.0,23.0,25.0,32.0,32.0,37.0,37.0,41.0,46.0,48.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin C,Graduation (Friends ...,2000-04-15,81,64.0,54.0,54.0,46.0,40.0,40.0,40.0,38.0,42.0,57.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamin C,The Itch,2000-12-02,86,48.0,45.0,52.0,57.0,58.0,76.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker, Clay","Live, Laugh, Love",1999-12-04,95,95.0,94.0,94.0,94.0,95.0,82.0,74.0,79.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walker, Clay",The Chain Of Love,2000-04-15,73,65.0,57.0,57.0,51.0,48.0,44.0,43.0,40.0,45.0,44.0,53.0,57.0,68.0,71.0,81.0,90.0,94.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wallflowers, The",Sleepwalker,2000-10-28,73,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westlife,Swear It Again,2000-04-01,96,82.0,66.0,55.0,55.0,46.0,44.0,44.0,37.0,35.0,32.0,25.0,21.0,20.0,20.0,25.0,30.0,33.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Robbie",Angels,1999-11-20,85,77.0,69.0,69.0,62.0,56.0,56.0,64.0,54.0,53.0,72.0,83.0,81.0,88.0,96.0,93.0,91.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wills, Mark",Back At One,2000-01-15,89,55.0,51.0,43.0,37.0,37.0,36.0,39.0,42.0,46.0,45.0,52.0,64.0,74.0,84.0,90.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worley, Darryl",When You Need My Lov...,2000-06-17,98,88.0,93.0,92.0,85.0,85.0,84.0,80.0,80.0,80.0,80.0,75.0,78.0,86.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wright, Chely",It Was,2000-03-04,86,78.0,75.0,72.0,71.0,69.0,64.0,75.0,85.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yankee Grey,Another Nine Minutes,2000-04-29,86,83.0,77.0,74.0,83.0,79.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yearwood, Trisha",Real Live Woman,2000-04-01,85,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying Yang Twins,Whistle While You Tw...,2000-03-18,95,94.0,91.0,85.0,84.0,78.0,74.0,78.0,85.0,89.0,97.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zombie Nation,Kernkraft 400,2000-09-02,99,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matchbox twenty,Bent,2000-04-29,60,37.0,29.0,24.0,22.0,21.0,18.0,16.0,13.0,12.0,8.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,6.0,9.0,12.0,13.0,19.0,20.0,20.0,24.0,29.0,28.0,27.0,30.0,33.0,37.0,38.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
